b,a,r,",",b,e,e,r,",",p,r,i,c,e
Great Divide Brewing Company,Frosty Frog,7.35
Great Divide Brewing Company,Faux Paddy Irish Ale,4.67
Great Divide Brewing Company,Clipper Gold Hefeweizen,4.58
Great Divide Brewing Company,Scotch brand Ale,5.49
Great Divide Brewing Company,Pinnacle Peak Pale Ale,9.35
Tapistry Brewing,WinterFish Ale,6.82
Tapistry Brewing,Possession Porter,6.6
Tapistry Brewing,IPA,8.08
Tapistry Brewing,Red Card Lager,5.07
Tapistry Brewing,Old Rip Oatmeal Stout,7.24
Tapistry Brewing,Whistling Pig Hefeweizen,6.03
Tapistry Brewing,Moss Bay Extra,4.91
Tapistry Brewing,Admiral ESB,5.93
Tapistry Brewing,Kirkland Ale,4.54
Tapistry Brewing,BiFrÃ¶st Winter Ale,5.35
Big Lake Brewing,Three Threads Porter,8.27
Big Lake Brewing,Islander Pale Ale,4.53
Big Lake Brewing,Baron Helles Bock,6.04
Big Lake Brewing,Doppel Bock,6.28
Big Lake Brewing,Vashon Old Stock Ale,4.97
Big Lake Brewing,Ambrosia Maibock,4.82
Big Lake Brewing,Baron Pilsner,6.32
Big Lake Brewing,Snow Melt Nitrogen Pale,8.62
Big Lake Brewing,Krystal Weizen,8.68
Big Lake Brewing,Weissbier,5.68
The Mitten Brewing Company,Extra Special Bitter,6.53
The Mitten Brewing Company,Drawbridge Blonde,6.44
The Mitten Brewing Company,BÃªte Blanche,8.1
The Mitten Brewing Company,Frosty Frog,7.09
The Mitten Brewing Company,Alembic Pale,8.33
The Mitten Brewing Company,IPA,6.43
The Mitten Brewing Company,Hammerhead Ale,9.39
The Mitten Brewing Company,Light,8.81
The Mitten Brewing Company,Oak Stout,6.75
The Mitten Brewing Company,Peacemaker Porter,9.36
Brewery Vivant,Hoptoberfest,7.01
Brewery Vivant,SunRye,7.48
Brewery Vivant,The Immortal IPA,5.31
Brewery Vivant,BiFrÃ¶st Winter Ale,6.58
Brewery Vivant,Trombipulator,9.18
Brewery Vivant,Hoptoberfest,7.0
Brewery Vivant,Old Woody 2005,9.45
Brewery Vivant,Farm Frog,6.28
Brewery Vivant,Islander Pale Ale,5.68
Brewery Vivant,Free Bike Amber,9.49
Petoskey Brewing,Golden,5.95
Petoskey Brewing,AK-47 Malt Liquor,5.81
Petoskey Brewing,ESB,6.64
Petoskey Brewing,Hefeweizen,5.87
Petoskey Brewing,Nut Brown,8.84
Petoskey Brewing,Golden,7.57
Petoskey Brewing,Baron Schwarzbier,7.48
Petoskey Brewing,India Pale Ale,8.35
Petoskey Brewing,Troll Porter,7.64
Petoskey Brewing,Warminster Special Bitter,6.47
Blackrocks Brewery,IPA,8.07
Blackrocks Brewery,AK-47 Malt Liquor,6.34
Blackrocks Brewery,Wheat Beer,5.83
Blackrocks Brewery,Barnstormer Brown Ale,8.25
Blackrocks Brewery,Whistling Pig Hefeweizen,6.13
Blackrocks Brewery,Catalina Common Lager,8.85
Blackrocks Brewery,Snow Melt Nitrogen Pale,5.26
Blackrocks Brewery,Yellowjacket Pale Ale,8.71
Blackrocks Brewery,Detonator Doppelbock,7.33
Blackrocks Brewery,Porter,6.43
Perrin Brewing Company,Redhook Long Hammer IPA,7.2
Perrin Brewing Company,Mongoose IPA,8.03
Perrin Brewing Company,Rat City IPA,5.34
Perrin Brewing Company,Whistling Pig Hefeweizen,5.17
Perrin Brewing Company,Rat City IPA,6.73
Perrin Brewing Company,Double Diamond Winter,7.42
Perrin Brewing Company,Luna Weizen,4.53
Perrin Brewing Company,Blonde Ale,8.0
Perrin Brewing Company,Jolly Roger,7.41
Perrin Brewing Company,Yo Ho Ho Christmas Ale 2001,7.06
Witch's Hat Brewing Company,India Pale Ale,8.49
Witch's Hat Brewing Company,Wee Heavy Winter Ale,6.86
Witch's Hat Brewing Company,Porter,5.23
Witch's Hat Brewing Company,India Pale Ale,4.65
Witch's Hat Brewing Company,Warminster Special Bitter,5.14
Witch's Hat Brewing Company,I.M. Pale,5.25
Witch's Hat Brewing Company,Imperial Stout,9.16
Witch's Hat Brewing Company,Irish Stout,4.73
Witch's Hat Brewing Company,Loki,4.92
Witch's Hat Brewing Company,Loki,4.65
Founders Brewing Company,Porter,6.71
Founders Brewing Company,Winterhook Robust Winter Ale 2000,8.07
Founders Brewing Company,Best Bitter,8.25
Founders Brewing Company,The Wise ESB,8.78
Founders Brewing Company,Highwater Porter,6.83
Founders Brewing Company,First Flight Amber Ale,6.89
Founders Brewing Company,Irish Style Ale,6.5
Founders Brewing Company,WinterFish Ale,6.01
Founders Brewing Company,India Pale Ale,9.01
Founders Brewing Company,Islander Pale Ale,9.09
Flat 12 Bierwerks,BÃªte Blanche,5.06
Flat 12 Bierwerks,Skagit Brown Ale,6.55
Flat 12 Bierwerks,Wild Salmon Pale Ale,5.47
Flat 12 Bierwerks,Double Black Stout,8.3
Flat 12 Bierwerks,Troll Porter,4.85
Flat 12 Bierwerks,The Wise ESB,9.16
Flat 12 Bierwerks,Two Frog Dubbel,9.25
Flat 12 Bierwerks,Kirkland Ale,7.31
Flat 12 Bierwerks,Golden,5.84
Flat 12 Bierwerks,Imperial Stout,8.9
Tin Man Brewing Company,Curve Ball,5.86
Tin Man Brewing Company,Islander Pale Ale,5.56
Tin Man Brewing Company,Foster Child Australian Lager,8.26
Tin Man Brewing Company,Doppel Bock,8.8
Tin Man Brewing Company,Spitfire Best Bitter,6.46
Tin Man Brewing Company,The Immortal IPA,7.92
Tin Man Brewing Company,Atlas Amber Ale,6.65
Tin Man Brewing Company,Snow Cap,7.06
Tin Man Brewing Company,Hefeweizen,5.82
Tin Man Brewing Company,Clipper Gold Hefeweizen,8.35
Black Acre Brewing Co.,Amber Ale,8.27
Black Acre Brewing Co.,Old Seattle Lager,6.44
Black Acre Brewing Co.,Whoville Weizenbock,5.33
Black Acre Brewing Co.,I.M. Pale,7.37
Black Acre Brewing Co.,Winterhook Robust Winter Ale 1993,6.31
Black Acre Brewing Co.,Hefeweizen,9.06
Black Acre Brewing Co.,Best Bitter,6.83
Black Acre Brewing Co.,Pinnacle Peak Pale Ale,9.12
Black Acre Brewing Co.,Saison,6.14
Black Acre Brewing Co.,Whoville Weizenbock,6.86
Brew Link Brewing,Barley Wine Ale,6.99
Brew Link Brewing,Bock,9.3
Brew Link Brewing,Double Black Stout,7.72
Brew Link Brewing,SunRye,4.62
Brew Link Brewing,Lighthouse Ale,8.57
Brew Link Brewing,Curve Ball,9.05
Brew Link Brewing,Sequoia Red,9.05
Brew Link Brewing,WinterFish Ale,6.77
Brew Link Brewing,Double Diamond Winter,8.64
Brew Link Brewing,Yellowjacket Pale Ale,5.24
Bare Hands Brewery,Skibbereen Stout,5.64
Bare Hands Brewery,Lava Rock Porter,4.55
Bare Hands Brewery,Snow Cap,5.75
Bare Hands Brewery,Pyramid Hefe Weizen,6.04
Bare Hands Brewery,Nut Brown Ale,6.53
Bare Hands Brewery,Nightwatch Dark Ale,6.06
Bare Hands Brewery,India Pale Ale,8.67
Bare Hands Brewery,Icebreaker Barley Wine,8.6
Bare Hands Brewery,AK-47 Malt Liquor,7.75
Bare Hands Brewery,Organic Amber Ale,9.26
Three Pints Brewing,India Pale Ale,6.02
Three Pints Brewing,IPA,8.11
Three Pints Brewing,Organic India Pale Ale,8.0
Three Pints Brewing,Double Diamond Winter,4.77
Three Pints Brewing,The Wise ESB,7.47
Three Pints Brewing,LaConner Pilsener,8.91
Three Pints Brewing,Extra Special Bitter,7.88
Three Pints Brewing,Kirkland Ale,5.57
Three Pints Brewing,Frosty Frog,8.9
Three Pints Brewing,Yellowjacket Pale Ale,7.3
Four Fathers Brewing ,Snow Cap,5.6
Four Fathers Brewing ,Cream Stout,5.75
Four Fathers Brewing ,Whistling Pig Hefeweizen,9.06
Four Fathers Brewing ,Bhagwan's Best IPA,9.14
Four Fathers Brewing ,5 |000 Year Ale,7.56
Four Fathers Brewing ,Maibock,7.38
Four Fathers Brewing ,Hefeweizen,8.69
Four Fathers Brewing ,India Pale Ale,5.91
Four Fathers Brewing ,Nut Brown,5.39
Four Fathers Brewing ,Hefeweizen,7.34
Indiana City Brewing,Sick Duck Imperial Stout,5.75
Indiana City Brewing,Whistling Pig Hefeweizen,5.73
Indiana City Brewing,Prime Time Pale Ale,8.96
Indiana City Brewing,Saison,4.61
Indiana City Brewing,Golden Ale,7.32
Indiana City Brewing,Three Threads Porter,9.49
Indiana City Brewing,Nut Brown Ale,5.59
Indiana City Brewing,Nut Brown,4.55
Indiana City Brewing,El Jefe Weizen Ale,5.56
Indiana City Brewing,Detonator Doppelbock,6.12
Burn 'Em Brewing,Detonator Doppelbock,5.36
Burn 'Em Brewing,Winterhook Robust Winter Ale 1993,8.59
Burn 'Em Brewing,5 |000 Year Ale,6.03
Burn 'Em Brewing,Pale Ale,7.45
Burn 'Em Brewing,Hefe Weizen,7.96
Burn 'Em Brewing,Peacemaker Porter,5.49
Burn 'Em Brewing,Imperial Stout,9.49
Burn 'Em Brewing,Pilsner,4.81
Burn 'Em Brewing,Warminster Special Bitter,5.16
Burn 'Em Brewing,Nightwatch Dark Ale,6.69
Sun King Brewing Company,Snow Melt Nitrogen Pale,6.87
Sun King Brewing Company,Spitfire Best Bitter,4.66
Sun King Brewing Company,Pyramid Hefe Weizen,5.93
Sun King Brewing Company,Hefeweizen,5.98
Sun King Brewing Company,Whistling Pig Hefeweizen,6.32
Sun King Brewing Company,India Pale Ale,7.82
Sun King Brewing Company,Hefeweizen,7.27
Sun King Brewing Company,Extra Special Bitter,9.06
Sun King Brewing Company,Imperial Pale,5.05
Sun King Brewing Company,Hefeweizen,6.82
Evil Czech Brewery,Snow Cap,6.54
Evil Czech Brewery,Afterburner IPA,4.63
Evil Czech Brewery,Snow Melt Nitrogen Pale,9.3
Evil Czech Brewery,Yellowjacket Pale Ale,5.83
Evil Czech Brewery,Saison,6.83
Evil Czech Brewery,Light,8.55
Evil Czech Brewery,Black Mulligan Dublin Stout,8.71
Evil Czech Brewery,Brown Ale,4.57
Evil Czech Brewery,Mt. Takhoma Blonde Ale,6.81
Evil Czech Brewery,Danger Ale,9.01
450 North Brewing Company,Hefe-Weizen,4.51
450 North Brewing Company,Monkfish Tripel,4.88
450 North Brewing Company,Sequoia Red,9.26
450 North Brewing Company,Prime Time Pale Ale,9.48
450 North Brewing Company,Pale Ale,9.31
450 North Brewing Company,Islander Pale Ale,8.71
450 North Brewing Company,Trumpeter,6.38
450 North Brewing Company,5 |000 Year Ale,7.34
450 North Brewing Company,N.W. Pale Ale,8.05
450 North Brewing Company,Trombipulator,9.24
Taxman Brewing Company,Wild Banshee Barleywine,8.6
Taxman Brewing Company,Skibbereen Stout,7.51
Taxman Brewing Company,Yo Ho Ho Christmas Ale 2001,8.1
Taxman Brewing Company,Steelie Brown Ale,5.63
Taxman Brewing Company,Double Black Stout,9.42
Taxman Brewing Company,Hoptoberfest,8.52
Taxman Brewing Company,Extra Special Bitter,9.24
Taxman Brewing Company,Rye,7.77
Taxman Brewing Company,Sequoia Red,6.28
Taxman Brewing Company,Terminator Stout,9.02
Cedar Creek Brewery,Luna Weizen,5.91
Cedar Creek Brewery,Apricot Weizen Ale,7.87
Cedar Creek Brewery,Drawbridge Blonde,4.89
Cedar Creek Brewery,Foster Child Australian Lager,5.15
Cedar Creek Brewery,AK-47 Malt Liquor,5.23
Cedar Creek Brewery,Vashon Old Stock Ale,8.39
Cedar Creek Brewery,Curve Ball,7.38
Cedar Creek Brewery,Bourbon Barrel Stout,8.01
Cedar Creek Brewery,WinterFish Ale,6.24
Cedar Creek Brewery,India Pale Ale,8.92
SanTan Brewing Company,Nightwatch Dark Ale,8.05
SanTan Brewing Company,Terminator Stout,9.12
SanTan Brewing Company,Curve Ball,7.31
SanTan Brewing Company,Troll Porter,9.45
SanTan Brewing Company,Red Menace Big Amber,8.6
SanTan Brewing Company,Grand Cru,4.9
SanTan Brewing Company,Auld Acquaintance Spiced Ale,5.79
SanTan Brewing Company,Auld Acquaintance Spiced Ale,8.03
SanTan Brewing Company,Maibock,4.99
SanTan Brewing Company,5 |000 Year Ale,8.03
Boulevard Brewing Company,Blacktop Porter,9.3
Boulevard Brewing Company,Imperial I.P.A.,4.55
Boulevard Brewing Company,E.S.B.,5.86
Boulevard Brewing Company,India Pale Ale,5.74
Boulevard Brewing Company,Zephyrus Pilsner,8.67
Boulevard Brewing Company,Mudshark Porter,6.47
Boulevard Brewing Company,LaConner Pilsener,8.32
Boulevard Brewing Company,Bourbon Barrel Stout,8.76
Boulevard Brewing Company,Catalina Common Lager,6.64
Boulevard Brewing Company,Faux Paddy Irish Ale,5.51
James Page Brewing Company,Amber Ale,7.86
James Page Brewing Company,Weisse,9.14
James Page Brewing Company,Black Hook Porter,5.04
James Page Brewing Company,Krystal Weizen,6.67
James Page Brewing Company,Snow Cap,8.03
James Page Brewing Company,Frosty Frog,5.68
James Page Brewing Company,Pinnacle Peak Pale Ale,9.15
James Page Brewing Company,Extra Special Bitter,7.28
James Page Brewing Company,Elysian Fields Pale Ale,4.97
James Page Brewing Company,Krystal Weizen,8.87
The Dudes' Brewing Company,Imperial Stout,8.04
The Dudes' Brewing Company,Point Defiance IPA,6.03
The Dudes' Brewing Company,Light,9.23
The Dudes' Brewing Company,Puget Porter,7.78
The Dudes' Brewing Company,Moss Bay Extra,6.19
The Dudes' Brewing Company,Salmon Bay E.S.B.,8.31
The Dudes' Brewing Company,Spiced Ale,6.62
The Dudes' Brewing Company,Pyramid Apricot Weizen,8.1
The Dudes' Brewing Company,Industrial IPA,6.3
The Dudes' Brewing Company,Traditional ESB,8.48
Ballast Point Brewing Company,Puget Porter,7.81
Ballast Point Brewing Company,Amber Ale,7.46
Ballast Point Brewing Company,Luna Weizen,5.5
Ballast Point Brewing Company,Blind Pig Dunkelweizen,6.09
Ballast Point Brewing Company,Golden,4.86
Ballast Point Brewing Company,Barley Wine Ale,5.12
Ballast Point Brewing Company,Snow Cap,7.43
Ballast Point Brewing Company,Atlas Amber Ale,6.22
Ballast Point Brewing Company,Leviathan 2004,6.32
Ballast Point Brewing Company,Three Threads Porter,6.8
Anchor Brewing Company,Weissbier,9.12
Anchor Brewing Company,Dry Hopped IPA,5.86
Anchor Brewing Company,Brown Ale,8.11
Anchor Brewing Company,Black Mulligan Dublin Stout,7.14
Anchor Brewing Company,Curve Ball,9.43
Anchor Brewing Company,Bourbon Barrel Stout,9.36
Anchor Brewing Company,Irish Style Ale,8.81
Anchor Brewing Company,Porter,7.35
Anchor Brewing Company,Driftwood Ale,8.22
Anchor Brewing Company,Pyramid Apricot Weizen,5.49
Figueroa Mountain Brewing Company,Brown's Point ESB,5.26
Figueroa Mountain Brewing Company,Pyramid Thunderhead IPA,6.15
Figueroa Mountain Brewing Company,India Pale Ale,6.44
Figueroa Mountain Brewing Company,Firehouse Red,4.98
Figueroa Mountain Brewing Company,Hefe-Weizen,7.71
Figueroa Mountain Brewing Company,Old Woody 2005,4.86
Figueroa Mountain Brewing Company,XXXXX Stout,6.06
Figueroa Mountain Brewing Company,Imperial Stout,5.54
Figueroa Mountain Brewing Company,Blind Pig Dunkelweizen,7.11
Figueroa Mountain Brewing Company,XXXXX Stout,5.21
Avery Brewing Company,Terminator Stout,7.22
Avery Brewing Company,Del Rio Lager,8.11
Avery Brewing Company,Humbles Blond Ale,8.37
Avery Brewing Company,Foster Child Australian Lager,6.12
Avery Brewing Company,Winterhook Robust Winter Ale 1993,8.02
Avery Brewing Company,India Pale Ale,4.7
Avery Brewing Company,Vashon Old Stock Ale,5.29
Avery Brewing Company,Nebraska Bitter,7.83
Avery Brewing Company,Riot Ale,8.72
Avery Brewing Company,Islander Pale Ale,5.11
Twisted X Brewing Company,El Jefe Weizen Ale,9.26
Twisted X Brewing Company,El Jefe Weizen Ale,7.49
Twisted X Brewing Company,Monkfish Tripel,8.86
Twisted X Brewing Company,Foster Child Australian Lager,6.89
Twisted X Brewing Company,Spiced Ale,8.54
Twisted X Brewing Company,Red Card Lager,5.5
Twisted X Brewing Company,Traditional ESB,5.56
Twisted X Brewing Company,Foster Child Australian Lager,8.95
Twisted X Brewing Company,Hart Espresso Stout,8.21
Twisted X Brewing Company,Rye,7.79
Gonzo's BiggDogg Brewing,Peacemaker Porter,9.41
Gonzo's BiggDogg Brewing,Mudshark Porter,8.63
Gonzo's BiggDogg Brewing,Slam Dunkelweizen,5.37
Gonzo's BiggDogg Brewing,Black Mulligan Dublin Stout,7.01
Gonzo's BiggDogg Brewing,India Pale Ale,5.86
Gonzo's BiggDogg Brewing,Silk Lady,6.73
Gonzo's BiggDogg Brewing,XXXXX Stout,5.76
Gonzo's BiggDogg Brewing,SunRye,5.96
Gonzo's BiggDogg Brewing,Wild Banshee Barleywine,7.02
Gonzo's BiggDogg Brewing,Hart Espresso Stout,5.2
Big Muddy Brewing,10 Squared (10Â²),5.4
Big Muddy Brewing,Islander Pale Ale,4.96
Big Muddy Brewing,Zephyrus Pilsner,4.88
Big Muddy Brewing,Curve Ball,6.22
Big Muddy Brewing,Maibock,8.94
Big Muddy Brewing,Weisse,7.62
Big Muddy Brewing,Thornton Creel Ale,6.13
Big Muddy Brewing,Krystal Weizen,6.77
Big Muddy Brewing,Highwater Porter,8.62
Big Muddy Brewing,Irish Stout,4.63
Lost Nation Brewing,Pale Ale,9.13
Lost Nation Brewing,Free Bike Amber,5.0
Lost Nation Brewing,Rye,6.66
Lost Nation Brewing,XXXXX Stout,5.65
Lost Nation Brewing,Oatmeal Stout,5.26
Lost Nation Brewing,Puget Porter,8.07
Lost Nation Brewing,Golden,9.09
Lost Nation Brewing,Saison,7.85
Lost Nation Brewing,ESB,5.36
Lost Nation Brewing,Blind Pig Dunkelweizen,8.71
Rising Tide Brewing Company,Pseudo Lambic Framboise,6.91
Rising Tide Brewing Company,Navidad,6.44
Rising Tide Brewing Company,Skagit Brown Ale,5.15
Rising Tide Brewing Company,Kirkland Ale,8.84
Rising Tide Brewing Company,Curve Ball,7.46
Rising Tide Brewing Company,Heat Seeker Hefe,6.28
Rising Tide Brewing Company,Doppel Bock,9.26
Rising Tide Brewing Company,Curve Ball,6.39
Rising Tide Brewing Company,Hart Espresso Stout,4.65
Rising Tide Brewing Company,Extra Special Bitter,8.19
Rivertowne Brewing Company,Riot Ale,6.56
Rivertowne Brewing Company,Wheat Beer,8.44
Rivertowne Brewing Company,Organic Amber Ale,8.76
Rivertowne Brewing Company,Troll Porter,6.49
Rivertowne Brewing Company,Dutch Girl Lager,9.15
Rivertowne Brewing Company,Industrial IPA,5.96
Rivertowne Brewing Company,Troll Porter,9.25
Rivertowne Brewing Company,Auld Acquaintance Spiced Ale,9.48
Rivertowne Brewing Company,Puget Porter,9.25
Rivertowne Brewing Company,Irish Stout,5.87
Revolution Brewing Company,Homeport Blonde,7.68
Revolution Brewing Company,Pyramid Amber Weizen,6.24
Revolution Brewing Company,Porter,5.96
Revolution Brewing Company,Wild Banshee Barleywine,9.49
Revolution Brewing Company,Red Menace Big Amber,8.4
Revolution Brewing Company,Golden,4.97
Revolution Brewing Company,Ambrosia Maibock,7.33
Revolution Brewing Company,Red Card Lager,7.31
Revolution Brewing Company,Scarlet Fire IPA,6.43
Revolution Brewing Company,Old Bawdy 2006,7.94
Tallgrass Brewing Company,Cyclops Barleywine,7.8
Tallgrass Brewing Company,Sick Duck Imperial Stout,5.3
Tallgrass Brewing Company,Amber Weizen,8.53
Tallgrass Brewing Company,Imperial Stout,9.34
Tallgrass Brewing Company,Oktoberfest,5.03
Tallgrass Brewing Company,BÃªte Blanche,8.8
Tallgrass Brewing Company,Heat Seeker Hefe,4.86
Tallgrass Brewing Company,Lava Rock Porter,7.08
Tallgrass Brewing Company,Moss Bay Extra,4.74
Tallgrass Brewing Company,Prime Time Pale Ale,5.04
Sixpoint Craft Ales,Pseudo Lambic Framboise,7.94
Sixpoint Craft Ales,Skagit Brown Ale,6.47
Sixpoint Craft Ales,Light,5.01
Sixpoint Craft Ales,Nut Brown,5.81
Sixpoint Craft Ales,Admiral ESB,8.36
Sixpoint Craft Ales,Coal Creek Porter,7.04
Sixpoint Craft Ales,Golden Ale,5.27
Sixpoint Craft Ales,Yellowjacket Pale Ale,7.05
Sixpoint Craft Ales,E.S.B.,8.25
Sixpoint Craft Ales,Avatar Jasmine IPA,7.99
White Birch Brewing,Snow Melt Nitrogen Pale,7.82
White Birch Brewing,Two Frog Dubbel,8.94
White Birch Brewing,Mongoose IPA,9.06
White Birch Brewing,Firehouse Red,9.01
White Birch Brewing,LaConner Pilsener,6.45
White Birch Brewing,Blonde Ale,7.58
White Birch Brewing,Baron Pilsner,6.2
White Birch Brewing,Terminator Stout,5.72
White Birch Brewing,Hoptoberfest,8.26
White Birch Brewing,Moss Bay Extra,7.73
Firestone Walker Brewing Company,Oktoberfest,6.03
Firestone Walker Brewing Company,Vashon Old Stock Ale,8.15
Firestone Walker Brewing Company,10 Squared (10Â²),8.54
Firestone Walker Brewing Company,ESB,5.88
Firestone Walker Brewing Company,Imperial Pale,5.07
Firestone Walker Brewing Company,Spitfire Best Bitter,5.73
Firestone Walker Brewing Company,ESB,8.33
Firestone Walker Brewing Company,Organic India Pale Ale,9.34
Firestone Walker Brewing Company,Hefe-Weizen,5.77
Firestone Walker Brewing Company,Highwater Porter,6.36
SweetWater Brewing Company,Ambrosia Maibock,5.57
SweetWater Brewing Company,Clipper Gold Hefeweizen,6.84
SweetWater Brewing Company,Wild Banshee Barleywine,6.13
SweetWater Brewing Company,Leviathan 2004,6.47
SweetWater Brewing Company,Hefeweizen,6.03
SweetWater Brewing Company,Catalina Common Lager,8.5
SweetWater Brewing Company,Faux Paddy Irish Ale,5.22
SweetWater Brewing Company,Old Woody 2005,6.04
SweetWater Brewing Company,Wild Salmon Pale Ale,5.25
SweetWater Brewing Company,Skibbereen Stout,7.47
Flying Mouse Brewery,Maibock,4.65
Flying Mouse Brewery,Possession Porter,7.7
Flying Mouse Brewery,Hefe Weizen,6.49
Flying Mouse Brewery,Industrial IPA,5.9
Flying Mouse Brewery,Golden Ale,7.29
Flying Mouse Brewery,Luna Weizen,6.93
Flying Mouse Brewery,Elysian Fields Pale Ale,6.71
Flying Mouse Brewery,Imperial Stout,9.43
Flying Mouse Brewery,India Pale Ale,4.68
Flying Mouse Brewery,Oatmeal Stout,9.04
Upslope Brewing Company,Bock,8.1
Upslope Brewing Company,Black Mulligan Dublin Stout,6.52
Upslope Brewing Company,Blonde Ale,8.4
Upslope Brewing Company,Sun Fest,5.27
Upslope Brewing Company,India Pale Ale,5.06
Upslope Brewing Company,Wheat Beer,5.59
Upslope Brewing Company,Golden,9.31
Upslope Brewing Company,Pyramid Thunderhead IPA,6.16
Upslope Brewing Company,India Pale Ale,6.73
Upslope Brewing Company,LaConner Pilsener,9.17
Pipeworks Brewing Company,ESB,6.39
Pipeworks Brewing Company,Silk Lady,7.37
Pipeworks Brewing Company,Winterhook Robust Winter Ale 1993,5.93
Pipeworks Brewing Company,Baron Helles Bock,6.85
Pipeworks Brewing Company,5 |000 Year Ale,5.46
Pipeworks Brewing Company,Cyclops Barleywine,6.48
Pipeworks Brewing Company,Mongoose IPA,6.55
Pipeworks Brewing Company,Perseus Porter,9.16
Pipeworks Brewing Company,Tacoma Brew,8.99
Pipeworks Brewing Company,Snow Cap,5.01
Bent Brewstillery,Amber Ale,7.41
Bent Brewstillery,Barnstormer Brown Ale,8.72
Bent Brewstillery,Tilted Kilt Ale,7.14
Bent Brewstillery,Mudshark Porter,4.98
Bent Brewstillery,Navidad,7.61
Bent Brewstillery,Castaway Barley Wine Winter Ale,5.57
Bent Brewstillery,Old Seattle Lager,7.63
Bent Brewstillery,Scotch brand Ale,8.53
Bent Brewstillery,Porter,9.41
Bent Brewstillery,Irish Style Ale,5.59
Flesk Brewing Company,Barnstormer Brown Ale,5.35
Flesk Brewing Company,Cyclops Barleywine,9.06
Flesk Brewing Company,Organic Amber Ale,4.66
Flesk Brewing Company,Snow Cap,5.2
Flesk Brewing Company,IPA,8.51
Flesk Brewing Company,Hefe Weizen,4.68
Flesk Brewing Company,Extra Special Bitter,7.25
Flesk Brewing Company,Auld Acquaintance Spiced Ale,8.9
Flesk Brewing Company,Humbles Blond Ale,7.9
Flesk Brewing Company,Imperial Stout,8.83
Pollyanna Brewing Company,Red Menace Big Amber,8.13
Pollyanna Brewing Company,Dry Hopped IPA,8.77
